Age,Gender,Married,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status
34,Female,Yes,Graduate,83517,1558,343076,1,Rural,1
36,Male,Yes,Graduate,24023,17170,262744,1,Rural,1
30,Female,Yes,Not Graduate,40167,15693,228031,0,Urban,1
39,Female,Yes,Not Graduate,97080,26117,404891,1,Urban,1
32,Male,Yes,Graduate,48001,39394,414527,1,Semiurban,1
49,Male,No,Graduate,32045,37022,469295,1,Rural,1
30,Male,Yes,Not Graduate,51326,21962,154679,1,Rural,1
26,Male,Yes,Graduate,75743,31560,185586,0,Urban,1
51,Male,Yes,Graduate,87724,19228,342849,1,Urban,1
50,Male,No,Not Graduate,85435,1130,492359,1,Urban,1
50,Male,Yes,Not Graduate,55855,19000,77843,1,Urban,1
44,Female,Yes,Graduate,94084,21921,351685,1,Rural,1
38,Female,Yes,Graduate,17339,3351,441800,1,Urban,1
54,Female,Yes,Not Graduate,92218,7915,385974,1,Rural,1
36,Male,No,Graduate,44743,2652,198711,1,Rural,1
31,Female,Yes,Not Graduate,27444,19633,279679,1,Urban,1
46,Male,No,Not Graduate,38708,34916,314718,0,Urban,0
54,Female,Yes,Graduate,21952,32493,414838,1,Rural,1
43,Male,Yes,Graduate,21610,31050,152819,1,Semiurban,1
54,Female,Yes,Not Graduate,83654,13736,201405,1,Urban,1
23,Male,Yes,Graduate,76740,8341,272544,1,Rural,1
57,Female,No,Graduate,55330,26520,218865,1,Rural,1
24,Male,Yes,Not Graduate,73395,13618,279927,1,Rural,1
49,Female,No,Graduate,92767,57,172926,1,Rural,1
35,Male,Yes,Graduate,46411,37019,115420,1,Rural,1
38,Male,No,Graduate,80574,36264,91579,1,Rural,1
27,Male,No,Graduate,39025,31217,86144,1,Urban,1
44,Female,Yes,Graduate,48673,29330,267629,1,Rural,1
36,Female,Yes,Graduate,33677,22677,437239,0,Rural,0
22,Female,Yes,Graduate,52323,30369,411350,0,Urban,1
41,Female,Yes,Not Graduate,51183,36413,427790,0,Rural,0
57,Female,Yes,Graduate,96134,5800,414381,1,Semiurban,1
46,Male,Yes,Not Graduate,85372,37124,385521,1,Urban,1
33,Female,No,Graduate,13951,740,245218,1,Semiurban,1
33,Male,Yes,Graduate,33162,22705,481454,1,Urban,1
52,Male,Yes,Graduate,73388,34528,210965,1,Rural,1
47,Male,Yes,Graduate,45517,32680,324428,1,Urban,1
57,Female,Yes,Graduate,92653,10190,165530,1,Urban,1
52,Male,Yes,Not Graduate,55584,38531,165184,1,Urban,1
43,Male,Yes,Not Graduate,44470,26976,400496,1,Rural,1
48,Male,Yes,Graduate,34378,8009,460638,1,Semiurban,1
28,Female,Yes,Graduate,82327,7664,118495,0,Semiurban,1
45,Male,No,Graduate,74793,16832,233349,1,Rural,1
21,Male,Yes,Graduate,56596,11654,200395,1,Urban,1
29,Male,No,Graduate,32781,20443,328781,1,Rural,1
37,Male,No,Not Graduate,87258,26176,138617,1,Semiurban,1
41,Female,Yes,Graduate,19455,17072,153040,1,Semiurban,1
49,Female,No,Not Graduate,14091,2426,392227,1,Semiurban,0
44,Female,Yes,Graduate,12572,5554,80374,0,Urban,1
49,Male,Yes,Graduate,83101,32399,313195,1,Semiurban,1
54,Female,Yes,Graduate,90119,25568,122474,1,Rural,1
42,Male,Yes,Not Graduate,47484,6540,182140,0,Rural,1
29,Female,Yes,Graduate,41305,17786,91090,0,Urban,1
36,Male,Yes,Graduate,31640,38800,459670,1,Rural,1
49,Male,Yes,Not Graduate,17126,28825,368856,1,Urban,1
24,Male,Yes,Graduate,24403,31667,364803,0,Urban,0
52,Male,No,Not Graduate,60761,17662,175893,0,Rural,0
28,Female,Yes,Graduate,97751,36994,299778,0,Semiurban,0
24,Female,No,Graduate,90589,32220,223086,1,Urban,1
52,Male,No,Graduate,39088,22370,408495,0,Rural,0
29,Female,Yes,Not Graduate,24215,18137,187382,1,Rural,1
41,Female,Yes,Not Graduate,88990,11961,212181,1,Semiurban,1
58,Female,Yes,Graduate,81171,29239,154536,1,Urban,1
48,Female,Yes,Graduate,71099,38765,100525,1,Rural,1
52,Female,Yes,Not Graduate,69793,8551,57617,1,Rural,1
21,Male,Yes,Graduate,85176,15002,258386,1,Urban,1
47,Female,No,Graduate,86625,34755,83518,1,Rural,1
55,Male,Yes,Graduate,85552,36457,205284,1,Rural,1
40,Female,Yes,Graduate,75503,35014,210118,1,Semiurban,1
53,Male,Yes,Graduate,71911,24484,461742,1,Semiurban,1
37,Male,Yes,Graduate,53789,32603,356034,0,Urban,1
47,Male,Yes,Graduate,54094,4665,419252,1,Urban,1
31,Female,Yes,Not Graduate,64094,18324,456411,1,Urban,1
33,Female,Yes,Graduate,20492,2767,213523,0,Rural,0
39,Female,Yes,Graduate,81513,21966,264146,1,Semiurban,1
33,Male,Yes,Graduate,22436,15262,283087,1,Urban,1
41,Male,No,Not Graduate,67992,34302,496520,1,Rural,1
29,Female,Yes,Graduate,45203,23015,221497,1,Rural,1
55,Male,No,Graduate,48275,21736,433165,1,Rural,1
47,Male,Yes,Graduate,95199,3519,123227,1,Semiurban,1
34,Male,Yes,Not Graduate,26492,36568,326921,1,Urban,1
53,Male,No,Graduate,48649,18408,289896,1,Rural,1
25,Male,Yes,Graduate,24852,14632,151065,1,Urban,1
58,Female,Yes,Graduate,31498,28910,372184,1,Semiurban,1
59,Male,Yes,Graduate,75017,19737,240263,1,Semiurban,1
59,Female,Yes,Graduate,44179,27736,442039,1,Semiurban,1
24,Female,No,Not Graduate,27039,7646,251353,0,Semiurban,0
23,Male,Yes,Graduate,44171,15216,332578,1,Urban,1
50,Male,Yes,Not Graduate,78741,23367,417796,1,Semiurban,1
29,Male,Yes,Graduate,90246,28024,438783,0,Urban,1
38,Male,No,Not Graduate,10388,31767,73640,1,Semiurban,1
22,Male,No,Graduate,29352,5408,423757,1,Urban,1
41,Female,Yes,Graduate,53940,16087,89061,1,Urban,1
24,Male,Yes,Not Graduate,70071,8238,488941,1,Urban,1
32,Female,No,Graduate,16522,29457,140904,1,Urban,1
36,Male,Yes,Graduate,70092,2526,170426,1,Urban,1
56,Male,No,Graduate,12324,35155,297933,1,Urban,1
23,Female,Yes,Not Graduate,28682,39546,171124,1,Urban,1
21,Female,Yes,Graduate,23807,19878,190580,1,Semiurban,1
31,Male,Yes,Graduate,73396,25713,386131,1,Rural,1
38,Female,No,Not Graduate,16293,7715,229110,1,Urban,1
31,Male,Yes,Graduate,95538,18783,56197,1,Semiurban,1
27,Male,Yes,Graduate,22261,1412,179551,1,Rural,1
23,Female,No,Graduate,68424,21457,360332,1,Urban,1
54,Male,Yes,Graduate,43367,11596,149128,1,Urban,1
58,Male,No,Graduate,83643,21218,127479,0,Urban,1
50,Female,No,Graduate,20194,9309,312316,1,Urban,1
40,Male,Yes,Not Graduate,56160,25915,488024,1,Rural,1
41,Female,Yes,Not Graduate,15166,36889,272503,1,Rural,0
28,Female,No,Not Graduate,60897,27410,335828,1,Urban,1
55,Female,No,Graduate,65672,177,370861,0,Rural,0
31,Male,No,Graduate,40468,30063,70598,1,Rural,1
48,Male,Yes,Graduate,86329,14332,380367,1,Urban,1
51,Female,Yes,Graduate,77986,32263,322028,1,Semiurban,1
41,Male,Yes,Graduate,78827,23965,457337,0,Urban,1
51,Male,Yes,Not Graduate,25357,24365,456688,0,Semiurban,0
35,Male,Yes,Not Graduate,59683,20780,56887,0,Urban,1
21,Female,Yes,Graduate,70176,34647,256774,1,Urban,1
53,Male,Yes,Graduate,70137,19163,66131,1,Semiurban,1
56,Female,Yes,Graduate,82148,14447,301317,1,Semiurban,1
58,Male,Yes,Graduate,35265,22819,491655,1,Urban,1
38,Female,Yes,Not Graduate,20230,4550,404681,1,Semiurban,0
43,Male,Yes,Graduate,17403,15474,181275,1,Urban,1
28,Female,Yes,Graduate,34367,35749,221757,1,Semiurban,1
23,Male,Yes,Graduate,37288,5158,361898,1,Semiurban,1
46,Male,No,Not Graduate,25601,27442,494844,1,Urban,0
31,Male,No,Graduate,42957,9334,330799,1,Urban,1
57,Male,No,Graduate,90968,15433,52972,0,Rural,1
22,Male,Yes,Graduate,51049,27365,435461,1,Semiurban,1
21,Male,Yes,Graduate,33155,34103,204011,1,Semiurban,1
48,Female,Yes,Graduate,63200,34125,207162,1,Semiurban,1
29,Male,No,Graduate,56159,36473,247421,1,Urban,1
57,Male,Yes,Graduate,39723,27100,194486,1,Semiurban,1
47,Female,Yes,Graduate,65035,17551,89572,1,Urban,1
33,Female,No,Graduate,42616,34770,433018,0,Rural,0
32,Female,Yes,Graduate,84118,32450,60245,1,Semiurban,1
35,Male,No,Graduate,64719,38023,316824,1,Semiurban,1
56,Male,No,Graduate,40910,29191,357909,1,Semiurban,1
42,Female,Yes,Graduate,14768,15085,376205,1,Urban,1
56,Female,Yes,Graduate,12499,38789,161282,1,Rural,1
51,Male,Yes,Graduate,41390,1866,313256,0,Urban,1
37,Male,Yes,Not Graduate,93621,26086,341732,0,Rural,0
46,Female,No,Graduate,61685,4205,288483,1,Urban,1
30,Male,No,Graduate,51638,12134,281621,1,Rural,1
34,Male,Yes,Graduate,92471,16012,112480,0,Rural,1
36,Female,No,Not Graduate,57138,29969,268203,1,Semiurban,1
52,Male,Yes,Graduate,97144,32253,71175,1,Semiurban,1
43,Male,Yes,Graduate,24594,35533,358804,0,Semiurban,0
43,Male,No,Graduate,22836,5546,255984,0,Semiurban,0
34,Male,Yes,Graduate,57443,16769,389230,1,Rural,1
23,Male,Yes,Graduate,76500,23715,107790,1,Semiurban,1
56,Male,Yes,Graduate,47958,34206,384987,0,Rural,0
42,Female,No,Not Graduate,63784,32280,448339,1,Rural,1
46,Female,Yes,Graduate,51358,38503,387067,1,Rural,1
29,Male,Yes,Graduate,49966,8768,305751,1,Urban,1
36,Male,Yes,Not Graduate,93911,36915,58483,0,Semiurban,1
48,Female,Yes,Graduate,48290,20475,348984,1,Urban,1
52,Female,Yes,Graduate,70305,28827,455254,1,Semiurban,1
28,Female,Yes,Not Graduate,92699,16373,82665,1,Semiurban,1
48,Male,Yes,Graduate,57710,30307,141907,0,Urban,1
25,Male,Yes,Graduate,56538,39566,231184,1,Urban,1
21,Female,Yes,Graduate,59653,18694,443815,1,Semiurban,1
29,Female,Yes,Graduate,63985,1897,426107,1,Rural,1
21,Male,No,Not Graduate,11682,28808,200695,0,Rural,0
52,Male,Yes,Graduate,21691,26493,89242,0,Rural,0
41,Male,Yes,Graduate,69498,23440,490885,1,Urban,1
38,Male,Yes,Graduate,24764,29520,452860,1,Rural,1
55,Male,Yes,Graduate,61090,9040,396412,0,Urban,1
44,Female,Yes,Not Graduate,33847,23123,178174,1,Urban,1
36,Male,No,Graduate,32678,5208,281130,1,Semiurban,1
48,Female,No,Graduate,33536,11607,91074,1,Urban,1
51,Female,No,Graduate,40691,8547,274038,0,Semiurban,0
45,Male,Yes,Graduate,58984,1601,344441,1,Semiurban,1
44,Male,No,Graduate,77685,1012,437287,1,Rural,1
58,Male,No,Not Graduate,65775,32706,499513,1,Urban,1
34,Male,Yes,Graduate,51494,11814,324811,1,Rural,1
30,Male,No,Graduate,10047,33572,197742,0,Semiurban,0
59,Female,Yes,Graduate,44115,12900,80358,0,Semiurban,1
49,Male,No,Graduate,67076,24630,235677,1,Urban,1
22,Male,Yes,Graduate,32682,23922,63247,1,Rural,1
46,Male,No,Graduate,84433,39293,464858,1,Urban,1
33,Female,No,Graduate,40546,28087,338781,1,Rural,1
41,Female,Yes,Graduate,60790,12843,170636,1,Rural,1
31,Male,Yes,Not Graduate,95000,8826,361150,1,Rural,1
37,Female,Yes,Graduate,26677,37775,313223,0,Rural,0
43,Female,No,Graduate,77354,35391,157912,1,Urban,1
33,Male,Yes,Graduate,89462,38168,145454,0,Urban,1
40,Female,Yes,Graduate,29570,31547,400571,1,Urban,1
38,Female,No,Graduate,74611,32513,383283,1,Rural,1
33,Male,Yes,Graduate,67903,6053,51236,1,Semiurban,1
54,Male,No,Graduate,99116,10112,401727,1,Rural,1
30,Male,No,Graduate,73654,35787,175085,0,Semiurban,1
25,Male,Yes,Not Graduate,33295,29887,58669,1,Rural,1
57,Male,Yes,Graduate,94823,38832,218979,1,Semiurban,1
43,Male,Yes,Not Graduate,40239,21465,225159,1,Rural,1
30,Male,Yes,Graduate,21276,31801,106907,1,Urban,1
58,Male,No,Graduate,49100,6655,165530,1,Semiurban,1
32,Male,No,Graduate,79113,1911,188325,1,Rural,1
43,Female,Yes,Not Graduate,54065,8119,106893,1,Rural,1
24,Male,No,Graduate,39669,10217,453210,1,Rural,1
24,Male,Yes,Graduate,10045,24636,194668,1,Semiurban,1
40,Male,No,Graduate,57563,31265,136017,1,Urban,1
44,Female,Yes,Graduate,62540,23394,130808,0,Rural,1
56,Female,No,Graduate,43923,18230,311350,0,Urban,0
46,Male,Yes,Graduate,46375,21016,179392,1,Rural,1
21,Female,Yes,Graduate,57962,32733,300572,1,Urban,1
30,Male,Yes,Not Graduate,12196,13475,164627,1,Semiurban,1
32,Male,Yes,Graduate,90686,9115,202007,0,Semiurban,1
46,Male,No,Not Graduate,99168,34357,249369,0,Urban,1
56,Female,Yes,Not Graduate,72955,14378,183462,0,Rural,1
37,Male,Yes,Graduate,66726,18255,80553,1,Rural,1
40,Male,No,Not Graduate,94143,8910,488220,1,Semiurban,1
53,Male,Yes,Not Graduate,56038,4381,310373,1,Semiurban,1
52,Female,Yes,Graduate,17416,8621,296120,1,Rural,1
51,Female,No,Not Graduate,13531,29103,317405,1,Semiurban,0
31,Female,Yes,Graduate,63227,27646,385862,0,Semiurban,0
44,Male,Yes,Graduate,44672,17178,149441,1,Semiurban,1
41,Female,No,Not Graduate,81528,30295,457551,1,Urban,1
21,Female,Yes,Graduate,80130,29102,291756,1,Semiurban,1
46,Male,Yes,Not Graduate,70417,10645,372391,1,Urban,1
56,Male,No,Not Graduate,61866,2278,353017,0,Urban,0
25,Male,No,Graduate,36857,12987,151552,1,Urban,1
24,Female,Yes,Graduate,94733,28852,226505,1,Semiurban,1
21,Female,Yes,Graduate,48908,8931,96688,1,Semiurban,1
33,Male,Yes,Graduate,54449,30520,482731,1,Semiurban,1
51,Male,No,Not Graduate,38924,20356,415310,0,Rural,0
43,Female,Yes,Not Graduate,63756,26227,304630,1,Rural,1
38,Female,No,Graduate,28241,29196,148752,1,Rural,1
49,Male,No,Graduate,31582,15311,322645,1,Urban,1
57,Female,Yes,Graduate,39418,25843,431633,0,Urban,1
47,Male,No,Graduate,18724,33654,123952,1,Semiurban,1
32,Male,Yes,Not Graduate,81163,399,377648,1,Urban,1
35,Male,Yes,Graduate,91366,7180,322711,0,Semiurban,0
36,Female,Yes,Graduate,51929,20109,376349,0,Urban,1
55,Female,Yes,Not Graduate,67647,18566,226235,1,Rural,1
55,Female,No,Graduate,83349,6408,266319,0,Semiurban,0
25,Female,Yes,Graduate,28234,28269,228952,1,Urban,1
31,Male,Yes,Not Graduate,74065,38452,395087,0,Semiurban,0
48,Male,No,Graduate,44769,9273,343746,1,Semiurban,1
41,Female,No,Not Graduate,44191,32473,155507,0,Urban,1
40,Female,Yes,Not Graduate,38111,3650,181050,1,Urban,1
28,Male,Yes,Graduate,66603,9802,266744,1,Urban,1
40,Male,Yes,Graduate,15129,12305,474738,1,Semiurban,1
34,Male,Yes,Graduate,21169,26135,344548,0,Rural,0
46,Female,No,Graduate,35031,25340,245235,1,Semiurban,1
36,Female,Yes,Graduate,22523,23736,285924,1,Semiurban,1
59,Female,Yes,Graduate,87764,22561,110726,1,Semiurban,1
27,Female,No,Graduate,16238,6,484419,1,Urban,1
38,Female,Yes,Not Graduate,73355,35584,436670,1,Semiurban,1
56,Female,Yes,Not Graduate,46206,33152,465488,1,Semiurban,1
27,Female,Yes,Graduate,82991,10425,169186,1,Rural,1
31,Male,No,Graduate,60475,2255,352335,1,Urban,1
42,Male,No,Graduate,30265,16074,219987,1,Rural,1
47,Female,Yes,Graduate,64278,38185,109298,1,Urban,1
26,Male,No,Graduate,43714,29951,140387,1,Urban,1
36,Female,Yes,Graduate,92756,15371,143167,1,Rural,1
35,Female,Yes,Graduate,70599,13151,155317,0,Semiurban,1
33,Female,No,Not Graduate,15407,18000,437798,1,Semiurban,0
39,Female,Yes,Graduate,11115,20084,254917,1,Rural,1
58,Male,Yes,Graduate,60334,26150,117436,1,Urban,1
57,Female,Yes,Graduate,24868,27459,482491,1,Semiurban,1
44,Male,Yes,Graduate,24418,36136,375295,1,Urban,1
41,Male,No,Not Graduate,62144,4997,339661,1,Semiurban,1
38,Male,Yes,Graduate,96633,33931,409704,0,Semiurban,0
39,Male,Yes,Graduate,50655,11952,195459,1,Urban,1
28,Female,Yes,Graduate,18275,24622,489194,1,Urban,1
45,Male,Yes,Graduate,39186,26300,379164,1,Rural,1
45,Male,Yes,Not Graduate,79127,22110,269996,1,Urban,1
51,Male,No,Not Graduate,34689,14949,283444,1,Semiurban,1
56,Male,Yes,Graduate,62242,7167,299128,1,Urban,1
46,Male,No,Not Graduate,37894,25981,320122,1,Urban,1
47,Female,Yes,Graduate,67622,4042,413458,1,Rural,1
44,Female,Yes,Graduate,65474,27881,387318,1,Semiurban,1
39,Male,No,Graduate,48359,33766,276850,1,Semiurban,1
24,Female,Yes,Not Graduate,77246,8536,144205,1,Rural,1
37,Male,No,Graduate,59557,18202,493859,1,Semiurban,1
35,Male,Yes,Graduate,99176,23170,378943,1,Rural,1
32,Male,No,Graduate,42523,13732,361896,0,Semiurban,0
43,Male,Yes,Graduate,30808,9144,198021,1,Rural,1
43,Female,No,Graduate,41944,29144,126950,1,Urban,1
27,Male,Yes,Graduate,87553,27607,297409,1,Rural,1
37,Male,Yes,Graduate,55264,17479,442453,1,Urban,1
28,Female,Yes,Graduate,21115,15599,57868,1,Rural,1
51,Male,Yes,Graduate,59610,23435,302065,1,Urban,1
26,Female,No,Graduate,15609,50,317470,1,Rural,0
25,Male,Yes,Not Graduate,77145,17925,76559,1,Rural,1
55,Male,Yes,Graduate,81329,5248,363829,1,Urban,1
25,Female,No,Graduate,31059,32190,70312,0,Urban,1
38,Female,Yes,Graduate,37914,31221,353670,1,Urban,1
45,Female,No,Graduate,77897,17479,90681,1,Rural,1
32,Female,Yes,Not Graduate,98796,5009,386866,0,Rural,0
33,Female,Yes,Graduate,48973,10195,215244,1,Rural,1
54,Female,Yes,Not Graduate,32048,1571,494712,1,Semiurban,1
46,Female,Yes,Graduate,89701,5130,303112,1,Semiurban,1
47,Male,Yes,Graduate,62761,13106,240898,1,Semiurban,1
21,Male,Yes,Graduate,96318,5904,499497,0,Rural,0
47,Male,Yes,Graduate,96642,9074,386374,1,Semiurban,1
54,Male,Yes,Graduate,20201,28593,349388,1,Rural,1
51,Female,No,Not Graduate,73508,5864,314376,1,Rural,1
46,Female,No,Not Graduate,36840,26694,282135,1,Semiurban,1
45,Female,Yes,Graduate,24374,20223,95816,1,Rural,1
59,Female,Yes,Graduate,94587,29947,484647,1,Semiurban,1
33,Female,No,Graduate,89168,37138,81195,1,Rural,1
26,Male,Yes,Graduate,74358,29863,249904,1,Urban,1
35,Female,Yes,Graduate,47112,21128,445117,1,Semiurban,1
41,Male,Yes,Graduate,32384,36885,469141,0,Rural,0
44,Male,Yes,Graduate,99586,20646,431951,1,Semiurban,1
29,Female,Yes,Graduate,70399,33700,246362,1,Semiurban,1
33,Male,Yes,Graduate,81210,8591,334847,1,Urban,1
32,Male,Yes,Graduate,92984,11905,377504,1,Urban,1
45,Female,No,Graduate,38676,19940,103282,0,Semiurban,1
59,Female,No,Not Graduate,32468,161,163799,1,Rural,1
57,Male,Yes,Graduate,74001,11172,457359,1,Rural,1
55,Male,Yes,Graduate,80410,16432,219384,0,Semiurban,1
27,Female,Yes,Graduate,15568,2909,132616,1,Semiurban,1
51,Female,No,Graduate,20657,36765,272919,1,Semiurban,0
24,Male,No,Not Graduate,59240,6249,342574,1,Semiurban,1
24,Female,Yes,Graduate,72683,12403,371209,1,Semiurban,1
30,Female,Yes,Graduate,15650,4777,58627,0,Urban,1
34,Male,No,Not Graduate,45276,20491,428310,1,Urban,1
47,Female,Yes,Graduate,70594,21905,384004,1,Rural,1
35,Female,Yes,Graduate,39333,25455,264115,1,Rural,1
25,Female,No,Not Graduate,22351,10882,178529,1,Urban,1
39,Male,Yes,Graduate,29493,17097,477293,1,Urban,1
38,Female,Yes,Graduate,19280,13574,132367,1,Rural,1
24,Female,Yes,Graduate,31523,5561,268693,1,Urban,1
24,Female,No,Not Graduate,18698,788,59583,1,Rural,1
39,Male,No,Graduate,94129,27944,433161,1,Semiurban,1
45,Female,Yes,Graduate,87373,32003,151698,1,Rural,1
50,Female,Yes,Graduate,26412,9252,425648,1,Rural,1
35,Male,Yes,Graduate,66707,12279,251596,1,Semiurban,1
53,Female,Yes,Graduate,92147,3941,341550,0,Urban,1
52,Female,No,Graduate,93178,16581,482975,1,Urban,1
52,Male,Yes,Graduate,70114,28543,156201,1,Rural,1
38,Male,Yes,Graduate,74728,23343,365453,1,Rural,1
45,Female,Yes,Graduate,45626,3822,197845,1,Urban,1
59,Male,Yes,Not Graduate,86138,5220,252808,1,Semiurban,1
29,Female,No,Graduate,92082,12194,394893,1,Semiurban,1
42,Female,Yes,Graduate,70692,10002,91550,1,Semiurban,1
27,Female,Yes,Graduate,33413,16117,103717,0,Urban,1
52,Male,Yes,Graduate,56883,19334,456815,1,Urban,1
48,Male,No,Not Graduate,51241,20053,413467,1,Rural,1
57,Male,Yes,Not Graduate,48580,1708,193923,1,Urban,1
47,Male,Yes,Not Graduate,47363,19619,248547,0,Semiurban,1
54,Female,Yes,Graduate,22592,4598,66335,1,Urban,1
23,Male,No,Graduate,11392,18671,441230,1,Semiurban,0
24,Male,Yes,Not Graduate,45703,20818,156110,1,Semiurban,1
46,Female,Yes,Graduate,92562,3525,175534,1,Rural,1
54,Male,No,Graduate,48696,6337,346834,0,Urban,0
42,Male,No,Graduate,64921,35615,201262,1,Rural,1
36,Female,Yes,Graduate,84909,4745,391869,1,Urban,1
48,Female,Yes,Graduate,71022,32765,196739,0,Semiurban,1
33,Male,Yes,Graduate,80844,16976,471080,1,Urban,1
28,Male,Yes,Not Graduate,39564,27196,199061,1,Rural,1
26,Male,Yes,Graduate,31365,31128,98471,0,Urban,1
21,Male,No,Graduate,71628,9011,340166,1,Semiurban,1
40,Male,No,Not Graduate,75577,23150,85661,1,Semiurban,1
44,Male,Yes,Graduate,75859,26826,436227,1,Semiurban,1
50,Female,Yes,Not Graduate,30494,1143,353405,1,Rural,1
51,Male,No,Graduate,34467,13095,442794,1,Semiurban,1
42,Male,No,Not Graduate,51421,33129,146262,1,Semiurban,1
52,Female,No,Not Graduate,38455,14052,338839,1,Semiurban,1
31,Male,Yes,Graduate,56366,25333,276644,1,Urban,1
35,Male,Yes,Graduate,93965,35706,333255,1,Rural,1
27,Male,Yes,Graduate,68988,12922,176798,1,Urban,1
46,Male,Yes,Graduate,76721,24777,197283,1,Rural,1
35,Male,No,Graduate,37407,3320,384867,1,Semiurban,1
35,Female,Yes,Graduate,46195,22071,363441,0,Urban,1
31,Male,No,Graduate,61068,30656,213644,1,Rural,1
52,Female,No,Graduate,26658,18094,495361,0,Rural,0
21,Male,Yes,Not Graduate,59225,732,118510,1,Urban,1
28,Male,No,Not Graduate,42820,1928,407040,1,Semiurban,1
48,Male,No,Graduate,34684,12598,344550,1,Rural,1
21,Female,No,Not Graduate,96944,21664,366472,1,Rural,1
54,Male,Yes,Graduate,34716,10518,423293,1,Rural,1
51,Female,No,Not Graduate,18437,5540,70457,1,Urban,1
52,Female,Yes,Graduate,61495,13386,385155,1,Urban,1
23,Male,No,Not Graduate,56317,22456,346385,1,Semiurban,1
54,Female,Yes,Not Graduate,19947,27488,333289,1,Urban,1
47,Female,Yes,Not Graduate,97010,27531,100550,1,Urban,1
53,Male,Yes,Graduate,76854,27552,130397,1,Urban,1
34,Female,No,Graduate,27186,1363,351968,1,Semiurban,0
43,Male,Yes,Graduate,11771,19730,123533,1,Rural,1
51,Female,Yes,Graduate,63451,37789,123240,1,Semiurban,1
42,Female,Yes,Graduate,99245,2102,386248,0,Urban,1
33,Female,No,Graduate,32023,4977,455290,0,Urban,0
43,Male,No,Graduate,70647,28247,158816,0,Rural,1
31,Female,Yes,Graduate,13395,6861,310725,1,Semiurban,1
39,Female,Yes,Graduate,26685,876,277333,1,Rural,1
56,Male,Yes,Not Graduate,89625,12816,65467,0,Semiurban,1
53,Male,Yes,Not Graduate,36295,38572,69788,1,Urban,1
32,Male,Yes,Graduate,14855,33044,111601,1,Urban,1
35,Male,Yes,Graduate,22351,20368,101149,0,Rural,0
38,Male,No,Graduate,89599,3291,75689,0,Rural,1
31,Female,Yes,Not Graduate,29374,8706,158182,0,Rural,0
31,Female,Yes,Graduate,68233,12938,194303,1,Urban,1
30,Male,Yes,Graduate,98119,3246,307686,0,Rural,0
31,Female,Yes,Not Graduate,15654,12498,425049,0,Urban,0
30,Female,No,Graduate,61848,20206,124888,1,Urban,1
46,Male,Yes,Graduate,41246,28608,225159,1,Semiurban,1
28,Female,Yes,Not Graduate,66499,15392,238266,1,Rural,1
38,Male,Yes,Graduate,16273,34108,196937,1,Rural,1
41,Male,Yes,Not Graduate,12641,6799,414971,1,Rural,0
38,Female,Yes,Graduate,89233,36599,108465,0,Urban,1
38,Male,Yes,Graduate,75769,16501,495875,1,Semiurban,1
53,Male,Yes,Graduate,78012,28218,411206,1,Urban,1
31,Male,Yes,Graduate,89096,18522,474438,0,Urban,1
29,Female,No,Graduate,13384,22128,214969,1,Semiurban,1
23,Male,Yes,Not Graduate,34811,29363,72675,1,Rural,1
56,Female,No,Graduate,64071,24193,433999,1,Semiurban,1
39,Male,No,Graduate,90318,12067,307781,1,Urban,1
21,Female,Yes,Graduate,60170,5884,477569,1,Urban,1
58,Female,No,Not Graduate,75128,39628,66943,0,Urban,1
44,Male,Yes,Graduate,50391,27570,465729,1,Rural,1
32,Male,Yes,Graduate,83417,12539,439407,1,Rural,1
23,Male,Yes,Graduate,26453,8229,60443,0,Urban,1
50,Male,No,Graduate,11798,22183,490830,1,Semiurban,0
32,Female,Yes,Graduate,90856,32253,150949,1,Rural,1
49,Female,Yes,Graduate,23575,5485,485634,1,Urban,1
58,Female,No,Graduate,61547,15749,362274,0,Urban,0
42,Female,No,Not Graduate,31022,33995,183633,0,Rural,0
51,Male,Yes,Graduate,85825,31553,189684,1,Urban,1
28,Female,No,Graduate,93327,31414,318126,0,Rural,0
32,Male,Yes,Not Graduate,64324,34639,277147,1,Semiurban,1
24,Female,No,Graduate,17357,6541,407736,1,Urban,1
49,Male,No,Graduate,22545,33050,150593,1,Semiurban,1
25,Female,Yes,Graduate,38085,5173,391089,1,Urban,1
27,Female,No,Graduate,93531,8936,485234,0,Urban,0
41,Female,Yes,Graduate,53892,21211,331972,1,Urban,1
37,Male,Yes,Graduate,32565,37060,152609,0,Rural,1
37,Female,Yes,Graduate,88271,11380,376237,1,Rural,1
43,Female,Yes,Graduate,18142,518,371792,1,Urban,1
45,Male,No,Graduate,40831,22206,222926,1,Semiurban,1
47,Male,Yes,Not Graduate,89109,13719,306145,1,Urban,1
32,Male,Yes,Graduate,65396,7519,203198,0,Urban,1
38,Male,Yes,Graduate,10052,11636,191431,1,Semiurban,1
51,Male,No,Graduate,43737,7929,187158,0,Semiurban,1
43,Female,No,Graduate,50753,5301,106637,1,Rural,1
56,Female,Yes,Graduate,14725,17373,103834,1,Urban,1
45,Male,Yes,Graduate,66630,27170,197738,0,Rural,1
43,Male,Yes,Graduate,47250,13934,194854,1,Urban,1
41,Male,No,Not Graduate,27333,23311,307567,1,Rural,0
24,Male,Yes,Graduate,68614,9708,119730,1,Rural,1
